frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
5464,2557.0,[1406.8439510499352 1417.0762630248778 2095.82150227665 2026.792647402126],[1647.9305419921875 1901.8795166015625 1795.7772216796875 1977.8551025390625],0.5555753707885742,NBG3239,0.2395108958352032
5465,2557.0,[1402.6240538894895 1423.1273185165776 2093.6501549870213 2036.7073857227494],[1649.38330078125 1930.2425537109375 1784.1280517578125 1995.2303466796875],0.48662978410720825,NBG3239,0.5685322970095401
5471,2557.0,[1368.27703432923 1484.386700004131 2090.36638997993 2141.4470689648897],[1614.0413818359375 1976.9176025390625 1755.3468017578125 2090.71337890625],0.26208171248435974,NBG3239,0.4168374672837805
5474,2557.0,[1346.113480241289 1507.9415099370522 2085.9716641228592 2155.324688650369],[1591.87060546875 2045.5711669921875 1768.976806640625 2137.04833984375],0.6463285684585571,NBG3239,0.5086111345056351
5475,2557.0,[1340.7912317431685 1516.3942051087338 2086.4534570828873 2156.5773118511925],[1611.0303955078125 2059.1943359375 1739.7930908203125 2143.3046875],0.48224908113479614,IBC3239,0.22560553942359132
5588,2588.0,[1381.960558734632 1056.2160921924046 1886.8154895133378 1541.2703757793556],[1557.84375 1404.860107421875 1661.460205078125 1465.64892578125],0.4693789482116699,JAG1766,0.26379022285686954
5594,2588.0,[1365.7796070680456 1090.00907235583 1882.4072380390858 1594.63758937667],[1551.1285400390625 1446.309326171875 1653.7532958984375 1502.950439453125],0.4325191080570221,CAG7706,0.11405936259751825
5595,2588.0,[1362.8337872250495 1095.3108976396184 1882.0437775901837 1603.4315156847183],[1541.33251953125 1462.119140625 1651.136962890625 1514.6605224609375],0.5605489015579224,EEG7766,0.13409310433138016
5597,2588.0,[1358.6919416205924 1104.2763343417037 1881.5660069811524 1622.3263839330052],[1536.7080078125 1485.492919921875 1656.237060546875 1548.26513671875],0.30869171023368835,OLG7704,0.13032026747364509
5600,2588.0,[1346.6310077967278 1118.888172764095 1875.4059198840046 1643.1302406756527],[1515.1182861328125 1477.341796875 1643.1514892578125 1568.05517578125],0.2812690734863281,ILS7706,0.29518889761816824
5601,2588.0,[1344.158959926347 1124.191078064211 1874.7214433077033 1647.9342373984737],[1525.4346923828125 1491.9620361328125 1633.083251953125 1576.150634765625],0.4239930808544159,QOG7706,0.052019147251964486
5605,2588.0,[1329.8241273949884 1149.5235241638238 1870.8677061085095 1687.006207067372],[1517.8289794921875 1529.1328125 1635.837890625 1622.073486328125],0.28207719326019287,CBS7704,0.2259203064395598
5606,2588.0,[1327.5637453829947 1154.0223793358098 1872.1613204414068 1696.2273756531924],[1526.294921875 1549.423828125 1626.7509765625 1625.67626953125],0.29230839014053345,IVG2170,0.027149625479708634
5607,2588.0,[1324.7233712759717 1161.7099755684721 1872.1934035910276 1708.560135219916],[1514.343994140625 1558.322021484375 1629.4866943359375 1614.217529296875],0.5657715797424316,PEG7704,0.23113441509632449
5615,2588.0,[1295.8046561857834 1221.770636209716 1869.8686950691624 1808.3507749252399],[1488.9298095703125 1618.8021240234375 1626.24609375 1718.0987548828125],0.27715522050857544,OEG1706,0.21721505507725422
5621,2588.0,[1273.8783327941278 1260.5631437982845 1863.1785625421862 1870.8502145808209],[1464.427978515625 1682.6824951171875 1610.3046875 1770.7298583984375],0.4552615284919739,OLG7706,0.36590821521659134
5622,2588.0,[1268.7732973302516 1265.882176210729 1861.7554213259152 1875.3615693589982],[1471.128662109375 1702.5787353515625 1598.17236328125 1770.7320556640625],0.625838577747345,DEG7704,0.2717896378520434
5623,2588.0,[1265.5447556502481 1274.526210198384 1861.148773063308 1883.290734738251],[1464.0615234375 1710.9715576171875 1601.7652587890625 1786.2799072265625],0.567550003528595,DEG7706,0.5555935194867874
5625,2588.0,[1259.6485734795663 1289.6447674507028 1859.5503490199565 1899.9964040722082],[1466.70361328125 1733.603759765625 1597.747314453125 1802.698974609375],0.5688682198524475,DEG7704,0.11384314345785569
5626,2588.0,[1256.1549615379565 1296.3573122480818 1859.6809635744855 1907.5515750401958],[1445.0126953125 1724.49169921875 1605.432861328125 1822.946044921875],0.3688982427120209,DEG7704,0.630120922243176
5628,2588.0,[1246.1600925908697 1308.727497627383 1857.0361425249962 1919.9686345397972],[1451.1632080078125 1763.314453125 1591.54345703125 1840.225341796875],0.5928854942321777,OEG7706,0.21438769178646863
5636,2588.0,[1213.9439899564097 1371.970838907737 1851.4312848844104 1997.7748533754086],[1421.48291015625 1853.3199462890625 1586.057373046875 1931.9527587890625],0.6145176887512207,DLG7706,0.4101866467038903
5638,2588.0,[1205.4673834075068 1394.1055725286567 1850.9058928989477 2037.2002384069904],[1421.0562744140625 1871.3060302734375 1579.609130859375 1948.6845703125],0.5842123627662659,DBG7708,0.0669947826378291
5639,2588.0,[1201.4437832225742 1395.4184098731785 1849.5796465026626 2040.3783060040528],[1426.630126953125 1870.998046875 1569.8961181640625 1966.5428466796875],0.44531410932540894,DEC7766,0.20827591852375257
5640,2588.0,[1197.9921127568393 1406.0162410001585 1850.2986675106988 2061.219068431323],[1410.69580078125 1898.2210693359375 1581.171875 1977.0853271484375],0.6263665556907654,IDE6770,0.35757240078809577
5643,2588.0,[1183.8013578958237 1423.590105784301 1846.0909320310982 2094.3531065033026],[1406.658447265625 1936.338623046875 1558.121826171875 2013.00341796875],0.603893518447876,OEG7706,0.45193262625663344
5652,2588.0,[1135.9641631825993 1495.8123189060911 1839.3941955932605 2159.198262319466],[1362.8280029296875 2048.437744140625 1537.921875 2134.897216796875],0.660133421421051,DEG7704,0.5350115211155017
